product_url,product_name,product_category_tree,pid,retail_price,discounted_price,Date
http://www.flipkart.com/britex-bt2050-bt3101-he-she-analog-watch-couple-women-men-boys-girls/p/itme8gdgmwnass8y?pid=WATE8GDGPNKRTURP,"Britex BT2050+BT3101 He & She Analog Watch  - For Couple, Women, Men, Boys, Girls","[""Watches >> Wrist Watches >> Britex Wrist Watches""]",WATE8GDGPNKRTURP,1990,699,01-11-2022
http://www.flipkart.com/tsg-kelz-boots/p/itmefse2mht2dhcn?pid=SHOEFSE2WAFKZFHX,TSG Kelz Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOEFSE2WAFKZFHX,2650,2650,01-11-2022
http://www.flipkart.com/3wish-cur-blue-silver-blue-8023-analog-watch-boys-men/p/itmece85hud3z3mj?pid=WATECE855W5YFE3H,"3wish CUR-BLUE Silver Blue 8023 Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> 3wish Wrist Watches""]",WATECE855W5YFE3H,2999,995,01-11-2022
http://www.flipkart.com/j-d-h-111-222-boots/p/itme4hkya9ff9uph?pid=SHOE4HKYRFPHCJWX,J.D.H. 111-222 Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOE4HKYRFPHCJWX,1500,599,01-11-2022
http://www.flipkart.com/disney-98189-analog-watch-boys-girls/p/itmdqzghjqb8a2qt?pid=WATDQZGHJ9ARVGGK,"Disney 98189 Analog Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Disney Wrist Watches""]",WATDQZGHJ9ARVGGK,1800,900,01-11-2022
http://www.flipkart.com/get-glamr-designer-snowra-boots/p/itmec8qgkamzwkes?pid=SHOEC8QGTYTSYHRC,Get Glamr Designer Snowra Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOEC8QGTYTSYHRC,2799,2239,01-11-2022
http://www.flipkart.com/lenco-dcompass2010-quazi-analog-digital-watch-men-boys/p/itmeckrbgrukbmag?pid=WATECKRBTUPHUXPC,"Lenco DCOMPASS2010 Quazi Analog-Digital Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Lenco Wrist Watches""]",WATECKRBTUPHUXPC,1999,849,01-11-2022
http://www.flipkart.com/pinza-black-christmas-boots/p/itme2k68gpy739dz?pid=SHOE2K68QHZ3DWZF,Pinza Black Christmas Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOE2K68QHZ3DWZF,3350,1900,01-11-2022
http://www.flipkart.com/kielz-ladies-boots/p/itmefmrzcezqmqgg?pid=SHOEFMRZZEBCGEJT,Kielz Ladies Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOEFMRZZEBCGEJT,2799,1299,01-11-2022
http://www.flipkart.com/salt-n-pepper-13-552-rebacca-almond-boots/p/itmdumfye8qufzjk?pid=SHODUMFYWHFYZRPY,Salt N Pepper 13-552 Rebacca Almond Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHODUMFYWHFYZRPY,3495,2621,01-11-2022
